State,StateAbbreviation,County,Party,Candidate,Votes,FractionVotes
Iowa,IA,Appanoose,Republican,Ben Carson,92.0,0.10965435041716327
Iowa,IA,Appanoose,Republican,Marco Rubio,90.0,0.10727056019070323
Iowa,IA,Appanoose,Republican,Mike Huckabee,44.0,0.05244338498212157
Iowa,IA,Appanoose,Republican,Rand Paul,20.0,0.023837902264600714
Iowa,IA,Appanoose,Republican,Jeb Bush,13.0,0.015494636471990463
Iowa,IA,Appanoose,Republican,Carly Fiorina,9.0,0.010727056019070322
Iowa,IA,Appanoose,Republican,Chris Christie,4.0,0.004767580452920143
Iowa,IA,Appanoose,Republican,John Kasich,4.0,0.004767580452920143
Iowa,IA,Appanoose,Republican,Rick Santorum,2.0,0.0023837902264600714
Iowa,IA,Audubon,Republican,Ted Cruz,135.0,0.3609625668449198
Iowa,IA,Audubon,Republican,Donald Trump,99.0,0.2647058823529412
Iowa,IA,Audubon,Republican,Marco Rubio,56.0,0.1497326203208556
Iowa,IA,Audubon,Republican,Ben Carson,33.0,0.08823529411764706
Iowa,IA,Audubon,Republican,Mike Huckabee,20.0,0.053475935828877004
Iowa,IA,Audubon,Republican,Rand Paul,11.0,0.029411764705882356
Iowa,IA,Audubon,Republican,Jeb Bush,10.0,0.026737967914438502
Iowa,IA,Audubon,Republican,John Kasich,5.0,0.013368983957219251
Iowa,IA,Audubon,Republican,Carly Fiorina,4.0,0.0106951871657754
Iowa,IA,Audubon,Republican,Chris Christie,1.0,0.00267379679144385
Iowa,IA,Audubon,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Benton,Republican,Ted Cruz,596.0,0.364749082007344
Iowa,IA,Benton,Republican,Donald Trump,410.0,0.25091799265605874
Iowa,IA,Benton,Republican,Marco Rubio,246.0,0.15055079559363524
Iowa,IA,Benton,Republican,Ben Carson,171.0,0.10465116279069768
Iowa,IA,Benton,Republican,Rand Paul,72.0,0.04406364749082008
Iowa,IA,Benton,Republican,Carly Fiorina,35.0,0.021419828641370868
Iowa,IA,Benton,Republican,Mike Huckabee,34.0,0.0208078335373317
Iowa,IA,Benton,Republican,John Kasich,27.0,0.016523867809057527
Iowa,IA,Benton,Republican,Chris Christie,23.0,0.014075887392900856
Iowa,IA,Benton,Republican,Jeb Bush,11.0,0.006731946144430846
Iowa,IA,Benton,Republican,Rick Santorum,9.0,0.00550795593635251
Iowa,IA,Black Hawk,Republican,Ted Cruz,1585.0,0.268280297901151
Iowa,IA,Black Hawk,Republican,Marco Rubio,1551.0,0.2625253893026405
Iowa,IA,Black Hawk,Republican,Donald Trump,1360.0,0.23019634394041974
Iowa,IA,Black Hawk,Republican,Ben Carson,497.0,0.08412322274881516
Iowa,IA,Black Hawk,Republican,Rand Paul,357.0,0.06042654028436019
Iowa,IA,Black Hawk,Republican,Jeb Bush,178.0,0.03012863913337847
Iowa,IA,Black Hawk,Republican,Carly Fiorina,131.0,0.022173324306025727
Iowa,IA,Black Hawk,Republican,Chris Christie,104.0,0.017603249830737983
Iowa,IA,Black Hawk,Republican,Mike Huckabee,72.0,0.012186865267433988
Iowa,IA,Black Hawk,Republican,John Kasich,53.0,0.00897088693297224
Iowa,IA,Black Hawk,Republican,Rick Santorum,20.0,0.003385240352064997
Iowa,IA,Boone,Republican,Ted Cruz,566.0,0.3221400113830393
Iowa,IA,Boone,Republican,Donald Trump,412.0,0.23449060899260105
Iowa,IA,Boone,Republican,Marco Rubio,320.0,0.18212862834376775
Iowa,IA,Boone,Republican,Ben Carson,177.0,0.10073989755264656
Iowa,IA,Boone,Republican,Rand Paul,96.0,0.05463858850313034
Iowa,IA,Boone,Republican,Mike Huckabee,67.0,0.038133181559476384
Iowa,IA,Boone,Republican,Chris Christie,40.0,0.02276607854297097
Iowa,IA,Boone,Republican,Jeb Bush,31.0,0.017643710870802503
Iowa,IA,Boone,Republican,John Kasich,22.0,0.012521343198634035
Iowa,IA,Boone,Republican,Rick Santorum,19.0,0.010813887307911213
Iowa,IA,Boone,Republican,Carly Fiorina,7.0,0.00398406374501992
Iowa,IA,Bremer,Republican,Ted Cruz,408.0,0.2738255033557047
Iowa,IA,Bremer,Republican,Marco Rubio,389.0,0.2610738255033557
Iowa,IA,Bremer,Republican,Donald Trump,347.0,0.2328859060402685
Iowa,IA,Bremer,Republican,Ben Carson,134.0,0.08993288590604027
Iowa,IA,Bremer,Republican,John Kasich,50.0,0.03355704697986577
Iowa,IA,Bremer,Republican,Rand Paul,46.0,0.030872483221476513
Iowa,IA,Bremer,Republican,Jeb Bush,38.0,0.025503355704697986
Iowa,IA,Bremer,Republican,Carly Fiorina,24.0,0.016107382550335572
Iowa,IA,Bremer,Republican,Mike Huckabee,19.0,0.012751677852348993
Iowa,IA,Bremer,Republican,Rick Santorum,19.0,0.012751677852348993
Iowa,IA,Bremer,Republican,Chris Christie,16.0,0.010738255033557045
Iowa,IA,Buchanan,Republican,Ted Cruz,308.0,0.3679808841099164
Iowa,IA,Buchanan,Republican,Donald Trump,217.0,0.25925925925925924
Iowa,IA,Buchanan,Republican,Marco Rubio,110.0,0.13142174432497014
Iowa,IA,Buchanan,Republican,Ben Carson,82.0,0.0979689366786141
Iowa,IA,Buchanan,Republican,Rand Paul,35.0,0.04181600955794504
Iowa,IA,Buchanan,Republican,Carly Fiorina,31.0,0.037037037037037035
Iowa,IA,Buchanan,Republican,Chris Christie,15.0,0.017921146953405017
Iowa,IA,Buchanan,Republican,Mike Huckabee,15.0,0.017921146953405017
Iowa,IA,Buchanan,Republican,Jeb Bush,14.0,0.016726403823178016
Iowa,IA,Buchanan,Republican,John Kasich,6.0,0.007168458781362006
Iowa,IA,Buchanan,Republican,Rick Santorum,4.0,0.0047789725209080045
Iowa,IA,Buena Vista,Republican,Ted Cruz,309.0,0.3062438057482656
Iowa,IA,Buena Vista,Republican,Donald Trump,251.0,0.2487611496531219
Iowa,IA,Buena Vista,Republican,Marco Rubio,221.0,0.2190287413280476
Iowa,IA,Buena Vista,Republican,Ben Carson,97.0,0.09613478691774034
Iowa,IA,Buena Vista,Republican,Rand Paul,26.0,0.02576808721506442
Iowa,IA,Buena Vista,Republican,Jeb Bush,23.0,0.022794846382556987
Iowa,IA,Buena Vista,Republican,Rick Santorum,22.0,0.02180376610505451
Iowa,IA,Buena Vista,Republican,Carly Fiorina,20.0,0.019821605550049557
Iowa,IA,Buena Vista,Republican,Mike Huckabee,18.0,0.017839444995044598
Iowa,IA,Buena Vista,Republican,John Kasich,15.0,0.014866204162537162
Iowa,IA,Buena Vista,Republican,Chris Christie,7.0,0.006937561942517344
Iowa,IA,Butler,Republican,Ted Cruz,332.0,0.3648351648351648
Iowa,IA,Butler,Republican,Donald Trump,220.0,0.24175824175824176
Iowa,IA,Butler,Republican,Marco Rubio,145.0,0.15934065934065933
Iowa,IA,Butler,Republican,Ben Carson,108.0,0.11868131868131868
Iowa,IA,Butler,Republican,Rand Paul,32.0,0.035164835164835165
Iowa,IA,Butler,Republican,Jeb Bush,24.0,0.026373626373626374
Iowa,IA,Butler,Republican,Mike Huckabee,21.0,0.02307692307692308
Iowa,IA,Butler,Republican,Carly Fiorina,18.0,0.019780219780219783
Iowa,IA,Butler,Republican,Chris Christie,6.0,0.006593406593406593
Iowa,IA,Butler,Republican,John Kasich,3.0,0.0032967032967032967
Iowa,IA,Butler,Republican,Rick Santorum,1.0,0.0010989010989010991
Iowa,IA,Calhoun,Republican,Ted Cruz,159.0,0.2854578096947936
Iowa,IA,Calhoun,Republican,Donald Trump,136.0,0.24416517055655296
Iowa,IA,Calhoun,Republican,Marco Rubio,121.0,0.21723518850987436
Iowa,IA,Calhoun,Republican,Ben Carson,37.0,0.06642728904847396
Iowa,IA,Calhoun,Republican,Mike Huckabee,35.0,0.06283662477558348
Iowa,IA,Calhoun,Republican,Rand Paul,20.0,0.03590664272890485
Iowa,IA,Calhoun,Republican,Rick Santorum,19.0,0.034111310592459615
Iowa,IA,Calhoun,Republican,Jeb Bush,10.0,0.017953321364452424
Iowa,IA,Calhoun,Republican,Carly Fiorina,8.0,0.014362657091561941
Iowa,IA,Calhoun,Republican,John Kasich,7.0,0.012567324955116695
Iowa,IA,Calhoun,Republican,Chris Christie,5.0,0.008976660682226212
Iowa,IA,Carroll,Republican,Donald Trump,298.0,0.29073170731707315
Iowa,IA,Carroll,Republican,Ted Cruz,256.0,0.2497560975609756
Iowa,IA,Carroll,Republican,Marco Rubio,230.0,0.22439024390243906
Iowa,IA,Carroll,Republican,Ben Carson,69.0,0.06731707317073171
Iowa,IA,Carroll,Republican,Jeb Bush,60.0,0.05853658536585366
Iowa,IA,Carroll,Republican,Carly Fiorina,44.0,0.042926829268292686
Iowa,IA,Carroll,Republican,Rand Paul,31.0,0.030243902439024386
Iowa,IA,Carroll,Republican,John Kasich,14.0,0.013658536585365855
Iowa,IA,Carroll,Republican,Mike Huckabee,11.0,0.010731707317073172
Iowa,IA,Carroll,Republican,Chris Christie,7.0,0.006829268292682928
Iowa,IA,Carroll,Republican,Rick Santorum,5.0,0.004878048780487805
Iowa,IA,Cass,Republican,Donald Trump,262.0,0.28354978354978355
Iowa,IA,Cass,Republican,Ted Cruz,225.0,0.2435064935064935
Iowa,IA,Cass,Republican,Marco Rubio,176.0,0.19047619047619047
Iowa,IA,Cass,Republican,Ben Carson,142.0,0.15367965367965367
Iowa,IA,Cass,Republican,Jeb Bush,34.0,0.0367965367965368
Iowa,IA,Cass,Republican,John Kasich,21.0,0.022727272727272728
Iowa,IA,Cass,Republican,Mike Huckabee,17.0,0.0183982683982684
Iowa,IA,Cass,Republican,Chris Christie,15.0,0.016233766233766232
Iowa,IA,Cass,Republican,Rick Santorum,13.0,0.01406926406926407
Iowa,IA,Cass,Republican,Carly Fiorina,10.0,0.010822510822510822
Iowa,IA,Cass,Republican,Rand Paul,9.0,0.00974025974025974
Iowa,IA,Cedar,Republican,Ted Cruz,310.0,0.29135338345864664
Iowa,IA,Cedar,Republican,Donald Trump,281.0,0.2640977443609023
Iowa,IA,Cedar,Republican,Marco Rubio,240.0,0.2255639097744361
Iowa,IA,Cedar,Republican,Ben Carson,100.0,0.09398496240601503
Iowa,IA,Cedar,Republican,Rand Paul,43.0,0.040413533834586464
Iowa,IA,Cedar,Republican,John Kasich,26.0,0.02443609022556391
Iowa,IA,Cedar,Republican,Carly Fiorina,19.0,0.017857142857142856
Iowa,IA,Cedar,Republican,Jeb Bush,17.0,0.015977443609022556
Iowa,IA,Cedar,Republican,Mike Huckabee,13.0,0.012218045112781954
Iowa,IA,Cedar,Republican,Chris Christie,9.0,0.008458646616541353
Iowa,IA,Cedar,Republican,Rick Santorum,6.0,0.005639097744360902
Iowa,IA,Cerro Gordo,Republican,Ted Cruz,655.0,0.28220594571305474
Iowa,IA,Cerro Gordo,Republican,Donald Trump,597.0,0.2572167169323568
Iowa,IA,Cerro Gordo,Republican,Marco Rubio,446.0,0.19215855234812584
Iowa,IA,Cerro Gordo,Republican,Ben Carson,184.0,0.07927617406290392
Iowa,IA,Cerro Gordo,Republican,Jeb Bush,119.0,0.05127100387763895
Iowa,IA,Cerro Gordo,Republican,Chris Christie,114.0,0.04911676001723395
Iowa,IA,Cerro Gordo,Republican,Rand Paul,78.0,0.03360620422231796
Iowa,IA,Cerro Gordo,Republican,Carly Fiorina,42.0,0.01809564842740198
Iowa,IA,Cerro Gordo,Republican,Mike Huckabee,39.0,0.01680310211115898
Iowa,IA,Cerro Gordo,Republican,John Kasich,29.0,0.012494614390348987
Iowa,IA,Cerro Gordo,Republican,Rick Santorum,18.0,0.007755277897457992
Iowa,IA,Cherokee,Republican,Donald Trump,248.0,0.29594272076372313
Iowa,IA,Cherokee,Republican,Marco Rubio,243.0,0.2899761336515513
Iowa,IA,Cherokee,Republican,Ted Cruz,157.0,0.1873508353221957
Iowa,IA,Cherokee,Republican,Ben Carson,119.0,0.14200477326968974
Iowa,IA,Cherokee,Republican,Mike Huckabee,17.0,0.02028639618138425
Iowa,IA,Cherokee,Republican,Jeb Bush,16.0,0.01909307875894988
Iowa,IA,Cherokee,Republican,Rand Paul,12.0,0.014319809069212413
Iowa,IA,Cherokee,Republican,Carly Fiorina,11.0,0.013126491646778043
Iowa,IA,Cherokee,Republican,Chris Christie,5.0,0.005966587112171838
Iowa,IA,Cherokee,Republican,John Kasich,5.0,0.005966587112171838
Iowa,IA,Cherokee,Republican,Rick Santorum,5.0,0.005966587112171838
Iowa,IA,Chickasaw,Republican,Donald Trump,166.0,0.2766666666666667
Iowa,IA,Chickasaw,Republican,Ted Cruz,161.0,0.2683333333333333
Iowa,IA,Chickasaw,Republican,Marco Rubio,143.0,0.2383333333333333
Iowa,IA,Chickasaw,Republican,Ben Carson,57.0,0.095
Iowa,IA,Chickasaw,Republican,Carly Fiorina,27.0,0.045
Iowa,IA,Chickasaw,Republican,Rand Paul,18.0,0.03
Iowa,IA,Chickasaw,Republican,Jeb Bush,11.0,0.01833333333333333
Iowa,IA,Chickasaw,Republican,Mike Huckabee,6.0,0.01
Iowa,IA,Chickasaw,Republican,Rick Santorum,6.0,0.01
Iowa,IA,Chickasaw,Republican,John Kasich,3.0,0.005
Iowa,IA,Chickasaw,Republican,Chris Christie,2.0,0.0033333333333333327
Iowa,IA,Clarke,Republican,Donald Trump,202.0,0.362657091561939
Iowa,IA,Clarke,Republican,Ted Cruz,155.0,0.2782764811490125
Iowa,IA,Clarke,Republican,Marco Rubio,88.0,0.15798922800718132
Iowa,IA,Clarke,Republican,Ben Carson,56.0,0.10053859964093358
Iowa,IA,Clarke,Republican,Rand Paul,15.0,0.026929982046678638
Iowa,IA,Clarke,Republican,Jeb Bush,12.0,0.02154398563734291
Iowa,IA,Clarke,Republican,Carly Fiorina,9.0,0.01615798922800718
Iowa,IA,Clarke,Republican,Chris Christie,9.0,0.01615798922800718
Iowa,IA,Clarke,Republican,Mike Huckabee,8.0,0.014362657091561941
Iowa,IA,Clarke,Republican,John Kasich,3.0,0.005385996409335727
Iowa,IA,Clarke,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Clay,Republican,Donald Trump,292.0,0.28515625
Iowa,IA,Clay,Republican,Ted Cruz,291.0,0.2841796875
Iowa,IA,Clay,Republican,Ben Carson,155.0,0.1513671875
Iowa,IA,Clay,Republican,Marco Rubio,149.0,0.1455078125
Iowa,IA,Clay,Republican,John Kasich,31.0,0.0302734375
Iowa,IA,Clay,Republican,Rand Paul,28.0,0.02734375
Iowa,IA,Clay,Republican,Mike Huckabee,25.0,0.0244140625
Iowa,IA,Clay,Republican,Jeb Bush,16.0,0.015625
Iowa,IA,Clay,Republican,Chris Christie,15.0,0.0146484375
Iowa,IA,Clay,Republican,Rick Santorum,14.0,0.013671875
Iowa,IA,Clay,Republican,Carly Fiorina,8.0,0.0078125
Iowa,IA,Clayton,Republican,Ted Cruz,298.0,0.3522458628841608
Iowa,IA,Clayton,Republican,Donald Trump,249.0,0.2943262411347517
Iowa,IA,Clayton,Republican,Marco Rubio,109.0,0.1288416075650118
Iowa,IA,Clayton,Republican,Ben Carson,67.0,0.07919621749408984
Iowa,IA,Clayton,Republican,Rand Paul,29.0,0.034278959810874705
Iowa,IA,Clayton,Republican,Carly Fiorina,26.0,0.030732860520094562
Iowa,IA,Clayton,Republican,Jeb Bush,26.0,0.030732860520094562
Iowa,IA,Clayton,Republican,Mike Huckabee,17.0,0.020094562647754142
Iowa,IA,Clayton,Republican,John Kasich,11.0,0.013002364066193851
Iowa,IA,Clayton,Republican,Chris Christie,9.0,0.010638297872340424
Iowa,IA,Clayton,Republican,Rick Santorum,5.0,0.0059101654846335705
Iowa,IA,Clinton,Republican,Donald Trump,709.0,0.3074588031222897
Iowa,IA,Clinton,Republican,Ted Cruz,621.0,0.2692974848222029
Iowa,IA,Clinton,Republican,Marco Rubio,459.0,0.19904596704249786
Iowa,IA,Clinton,Republican,Ben Carson,159.0,0.06895056374674761
Iowa,IA,Clinton,Republican,Jeb Bush,106.0,0.04596704249783174
Iowa,IA,Clinton,Republican,Rand Paul,94.0,0.040763226366001735
Iowa,IA,Clinton,Republican,Carly Fiorina,70.0,0.030355594102341718
Iowa,IA,Clinton,Republican,John Kasich,41.0,0.017779705117085858
Iowa,IA,Clinton,Republican,Chris Christie,26.0,0.011274934952298352
Iowa,IA,Clinton,Republican,Mike Huckabee,15.0,0.006504770164787511
Iowa,IA,Clinton,Republican,Rick Santorum,6.0,0.002601908065915005
Iowa,IA,Crawford,Republican,Ted Cruz,226.0,0.3233190271816881
Iowa,IA,Crawford,Republican,Donald Trump,214.0,0.3061516452074392
Iowa,IA,Crawford,Republican,Marco Rubio,114.0,0.1630901287553648
Iowa,IA,Crawford,Republican,Ben Carson,63.0,0.09012875536480687
Iowa,IA,Crawford,Republican,Carly Fiorina,24.0,0.03433476394849785
Iowa,IA,Crawford,Republican,Chris Christie,14.0,0.02002861230329041
Iowa,IA,Crawford,Republican,Jeb Bush,12.0,0.017167381974248927
Iowa,IA,Crawford,Republican,Rand Paul,12.0,0.017167381974248927
Iowa,IA,Crawford,Republican,John Kasich,8.0,0.011444921316165951
Iowa,IA,Crawford,Republican,Mike Huckabee,7.0,0.010014306151645207
Iowa,IA,Crawford,Republican,Rick Santorum,5.0,0.0071530758226037204
Iowa,IA,Dallas,Republican,Marco Rubio,2469.0,0.33910177173465184
Iowa,IA,Dallas,Republican,Ted Cruz,1691.0,0.23224831753879965
Iowa,IA,Dallas,Republican,Donald Trump,1510.0,0.20738909490454607
Iowa,IA,Dallas,Republican,Ben Carson,489.0,0.06716110424392252
Iowa,IA,Dallas,Republican,Rand Paul,276.0,0.037906880922950144
Iowa,IA,Dallas,Republican,Chris Christie,214.0,0.029391567092432364
Iowa,IA,Dallas,Republican,Jeb Bush,213.0,0.029254223320972394
Iowa,IA,Dallas,Republican,John Kasich,167.0,0.02293640983381404
Iowa,IA,Dallas,Republican,Carly Fiorina,133.0,0.01826672160417525
Iowa,IA,Dallas,Republican,Mike Huckabee,61.0,0.00837797005905782
Iowa,IA,Dallas,Republican,Rick Santorum,58.0,0.00796593874467793
Iowa,IA,Davis,Republican,Donald Trump,205.0,0.3860640301318267
Iowa,IA,Davis,Republican,Ted Cruz,168.0,0.3163841807909605
Iowa,IA,Davis,Republican,Ben Carson,38.0,0.07156308851224105
Iowa,IA,Davis,Republican,Mike Huckabee,38.0,0.07156308851224105
Iowa,IA,Davis,Republican,Marco Rubio,37.0,0.0696798493408663
Iowa,IA,Davis,Republican,Rand Paul,25.0,0.04708097928436912
Iowa,IA,Davis,Republican,Jeb Bush,10.0,0.018832391713747645
Iowa,IA,Davis,Republican,Chris Christie,8.0,0.015065913370998116
Iowa,IA,Davis,Republican,Carly Fiorina,1.0,0.0018832391713747645
Iowa,IA,Davis,Republican,John Kasich,1.0,0.0018832391713747645
Iowa,IA,Davis,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Decatur,Republican,Ted Cruz,173.0,0.34808853118712274
Iowa,IA,Decatur,Republican,Donald Trump,127.0,0.25553319919517103
Iowa,IA,Decatur,Republican,Ben Carson,80.0,0.16096579476861167
Iowa,IA,Decatur,Republican,Marco Rubio,73.0,0.14688128772635814
Iowa,IA,Decatur,Republican,Rand Paul,19.0,0.038229376257545265
Iowa,IA,Decatur,Republican,Mike Huckabee,6.0,0.012072434607645876
Iowa,IA,Decatur,Republican,Jeb Bush,5.0,0.01006036217303823
Iowa,IA,Decatur,Republican,Chris Christie,4.0,0.008048289738430584
Iowa,IA,Decatur,Republican,John Kasich,4.0,0.008048289738430584
Iowa,IA,Decatur,Republican,Rick Santorum,4.0,0.008048289738430584
Iowa,IA,Decatur,Republican,Carly Fiorina,2.0,0.004024144869215292
Iowa,IA,Delaware,Republican,Ted Cruz,317.0,0.354586129753915
Iowa,IA,Delaware,Republican,Donald Trump,198.0,0.2214765100671141
Iowa,IA,Delaware,Republican,Marco Rubio,172.0,0.19239373601789708
Iowa,IA,Delaware,Republican,Ben Carson,92.0,0.1029082774049217
Iowa,IA,Delaware,Republican,Carly Fiorina,52.0,0.058165548098434
Iowa,IA,Delaware,Republican,Rand Paul,27.0,0.0302013422818792
Iowa,IA,Delaware,Republican,Jeb Bush,19.0,0.021252796420581657
Iowa,IA,Delaware,Republican,Mike Huckabee,7.0,0.007829977628635347
Iowa,IA,Delaware,Republican,Chris Christie,5.0,0.005592841163310961
Iowa,IA,Delaware,Republican,Rick Santorum,3.0,0.003355704697986577
Iowa,IA,Delaware,Republican,John Kasich,2.0,0.0022371364653243847
Iowa,IA,Des Moines,Republican,Donald Trump,659.0,0.30481036077705825
Iowa,IA,Des Moines,Republican,Ted Cruz,613.0,0.2835337650323774
Iowa,IA,Des Moines,Republican,Marco Rubio,451.0,0.20860314523589268
Iowa,IA,Des Moines,Republican,Ben Carson,212.0,0.0980573543015726
Iowa,IA,Des Moines,Republican,Rand Paul,99.0,0.045790934320074014
Iowa,IA,Des Moines,Republican,Chris Christie,35.0,0.016188714153561518
Iowa,IA,Des Moines,Republican,Mike Huckabee,31.0,0.014338575393154487
Iowa,IA,Des Moines,Republican,John Kasich,20.0,0.009250693802035151
Iowa,IA,Des Moines,Republican,Jeb Bush,19.0,0.008788159111933395
Iowa,IA,Des Moines,Republican,Carly Fiorina,17.0,0.00786308973172988
Iowa,IA,Des Moines,Republican,Rick Santorum,6.0,0.0027752081406105453
Iowa,IA,Dickinson,Republican,Donald Trump,342.0,0.28476269775187346
Iowa,IA,Dickinson,Republican,Marco Rubio,286.0,0.23813488759367196
Iowa,IA,Dickinson,Republican,Ted Cruz,260.0,0.21648626144879268
Iowa,IA,Dickinson,Republican,Ben Carson,159.0,0.13238967527060785
Iowa,IA,Dickinson,Republican,Jeb Bush,46.0,0.038301415487094086
Iowa,IA,Dickinson,Republican,Rand Paul,34.0,0.028309741881765195
Iowa,IA,Dickinson,Republican,John Kasich,27.0,0.02248126561199001
Iowa,IA,Dickinson,Republican,Mike Huckabee,15.0,0.012489592006661115
Iowa,IA,Dickinson,Republican,Carly Fiorina,12.0,0.009991673605328892
Iowa,IA,Dickinson,Republican,Rick Santorum,12.0,0.009991673605328892
Iowa,IA,Dickinson,Republican,Chris Christie,8.0,0.006661115736885929
Iowa,IA,Dubuque,Republican,Donald Trump,1087.0,0.27345911949685536
Iowa,IA,Dubuque,Republican,Marco Rubio,1060.0,0.26666666666666666
Iowa,IA,Dubuque,Republican,Ted Cruz,824.0,0.20729559748427676
Iowa,IA,Dubuque,Republican,Ben Carson,384.0,0.09660377358490566
Iowa,IA,Dubuque,Republican,Rand Paul,230.0,0.05786163522012579
Iowa,IA,Dubuque,Republican,Carly Fiorina,97.0,0.02440251572327044
Iowa,IA,Dubuque,Republican,Jeb Bush,95.0,0.02389937106918239
Iowa,IA,Dubuque,Republican,Chris Christie,75.0,0.018867924528301886
Iowa,IA,Dubuque,Republican,John Kasich,54.0,0.013584905660377358
Iowa,IA,Dubuque,Republican,Mike Huckabee,48.0,0.012075471698113207
Iowa,IA,Dubuque,Republican,Rick Santorum,21.0,0.005283018867924529
Iowa,IA,Emmet,Republican,Ted Cruz,143.0,0.3548387096774194
Iowa,IA,Emmet,Republican,Donald Trump,122.0,0.3027295285359802
Iowa,IA,Emmet,Republican,Ben Carson,49.0,0.1215880893300248
Iowa,IA,Emmet,Republican,Marco Rubio,46.0,0.1141439205955335
Iowa,IA,Emmet,Republican,Jeb Bush,11.0,0.02729528535980149
Iowa,IA,Emmet,Republican,Mike Huckabee,10.0,0.02481389578163772
Iowa,IA,Emmet,Republican,Carly Fiorina,8.0,0.01985111662531017
Iowa,IA,Emmet,Republican,Chris Christie,5.0,0.01240694789081886
Iowa,IA,Emmet,Republican,John Kasich,4.0,0.009925558312655087
Iowa,IA,Emmet,Republican,Rand Paul,4.0,0.009925558312655087
Iowa,IA,Emmet,Republican,Rick Santorum,1.0,0.0024813895781637717
Iowa,IA,Fayette,Republican,Ted Cruz,341.0,0.341
Iowa,IA,Fayette,Republican,Donald Trump,240.0,0.24
Iowa,IA,Fayette,Republican,Marco Rubio,180.0,0.18
Iowa,IA,Fayette,Republican,Ben Carson,144.0,0.14400000000000002
Iowa,IA,Fayette,Republican,Rand Paul,27.0,0.027000000000000003
Iowa,IA,Fayette,Republican,Carly Fiorina,18.0,0.018000000000000002
Iowa,IA,Fayette,Republican,Jeb Bush,18.0,0.018000000000000002
Iowa,IA,Fayette,Republican,Mike Huckabee,17.0,0.017
Iowa,IA,Fayette,Republican,Chris Christie,6.0,0.006
Iowa,IA,Fayette,Republican,John Kasich,6.0,0.006
Iowa,IA,Fayette,Republican,Rick Santorum,3.0,0.003
Iowa,IA,Floyd,Republican,Ted Cruz,305.0,0.4013157894736841
Iowa,IA,Floyd,Republican,Donald Trump,200.0,0.2631578947368421
Iowa,IA,Floyd,Republican,Marco Rubio,105.0,0.13815789473684212
Iowa,IA,Floyd,Republican,Ben Carson,83.0,0.10921052631578948
Iowa,IA,Floyd,Republican,Jeb Bush,23.0,0.030263157894736843
Iowa,IA,Floyd,Republican,Rand Paul,10.0,0.013157894736842105
Iowa,IA,Floyd,Republican,Chris Christie,9.0,0.011842105263157895
Iowa,IA,Floyd,Republican,John Kasich,9.0,0.011842105263157895
Iowa,IA,Floyd,Republican,Carly Fiorina,8.0,0.010526315789473684
Iowa,IA,Floyd,Republican,Mike Huckabee,8.0,0.010526315789473684
Iowa,IA,Floyd,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Franklin,Republican,Ted Cruz,225.0,0.35828025477707004
Iowa,IA,Franklin,Republican,Donald Trump,159.0,0.2531847133757962
Iowa,IA,Franklin,Republican,Marco Rubio,105.0,0.16719745222929935
Iowa,IA,Franklin,Republican,Ben Carson,62.0,0.09872611464968152
Iowa,IA,Franklin,Republican,Mike Huckabee,23.0,0.03662420382165605
Iowa,IA,Franklin,Republican,Rand Paul,23.0,0.03662420382165605
Iowa,IA,Franklin,Republican,Jeb Bush,18.0,0.028662420382165606
Iowa,IA,Franklin,Republican,Carly Fiorina,5.0,0.007961783439490446
Iowa,IA,Franklin,Republican,John Kasich,4.0,0.006369426751592357
Iowa,IA,Franklin,Republican,Rick Santorum,3.0,0.004777070063694267
Iowa,IA,Franklin,Republican,Chris Christie,1.0,0.0015923566878980893
Iowa,IA,Fremont,Republican,Donald Trump,182.0,0.4282352941176471
Iowa,IA,Fremont,Republican,Ted Cruz,87.0,0.2047058823529412
Iowa,IA,Fremont,Republican,Marco Rubio,77.0,0.1811764705882353
Iowa,IA,Fremont,Republican,Ben Carson,40.0,0.09411764705882353
Iowa,IA,Fremont,Republican,Rand Paul,11.0,0.025882352941176467
Iowa,IA,Fremont,Republican,Jeb Bush,10.0,0.023529411764705882
Iowa,IA,Fremont,Republican,John Kasich,6.0,0.014117647058823532
Iowa,IA,Fremont,Republican,Chris Christie,5.0,0.011764705882352941
Iowa,IA,Fremont,Republican,Rick Santorum,5.0,0.011764705882352941
Iowa,IA,Fremont,Republican,Mike Huckabee,2.0,0.004705882352941176
Iowa,IA,Fremont,Republican,Carly Fiorina,0.0,0.0
Iowa,IA,Greene,Republican,Donald Trump,164.0,0.30036630036630035
Iowa,IA,Greene,Republican,Ted Cruz,162.0,0.2967032967032967
Iowa,IA,Greene,Republican,Marco Rubio,77.0,0.14102564102564102
Iowa,IA,Greene,Republican,Ben Carson,62.0,0.11355311355311355
Iowa,IA,Greene,Republican,Jeb Bush,25.0,0.04578754578754578
Iowa,IA,Greene,Republican,Mike Huckabee,14.0,0.02564102564102564
Iowa,IA,Greene,Republican,Rand Paul,14.0,0.02564102564102564
Iowa,IA,Greene,Republican,Chris Christie,13.0,0.023809523809523808
Iowa,IA,Greene,Republican,Rick Santorum,7.0,0.01282051282051282
