State,StateAbbreviation,County,Party,Candidate,Votes,FractionVotes
Iowa,IA,Greene,Republican,John Kasich,6.0,0.01098901098901099
Iowa,IA,Greene,Republican,Carly Fiorina,2.0,0.0036630036630036634
Iowa,IA,Grundy,Republican,Ted Cruz,272.0,0.2875264270613108
Iowa,IA,Grundy,Republican,Marco Rubio,261.0,0.2758985200845666
Iowa,IA,Grundy,Republican,Donald Trump,198.0,0.20930232558139536
Iowa,IA,Grundy,Republican,Ben Carson,73.0,0.07716701902748414
Iowa,IA,Grundy,Republican,Mike Huckabee,50.0,0.052854122621564484
Iowa,IA,Grundy,Republican,Rand Paul,32.0,0.03382663847780127
Iowa,IA,Grundy,Republican,Jeb Bush,26.0,0.02748414376321353
Iowa,IA,Grundy,Republican,Chris Christie,12.0,0.012684989429175477
Iowa,IA,Grundy,Republican,Carly Fiorina,10.0,0.010570824524312895
Iowa,IA,Grundy,Republican,Rick Santorum,8.0,0.008456659619450317
Iowa,IA,Grundy,Republican,John Kasich,4.0,0.00422832980972516
Iowa,IA,Guthrie,Republican,Ted Cruz,218.0,0.2891246684350133
Iowa,IA,Guthrie,Republican,Donald Trump,208.0,0.27586206896551724
Iowa,IA,Guthrie,Republican,Marco Rubio,118.0,0.15649867374005305
Iowa,IA,Guthrie,Republican,Ben Carson,107.0,0.1419098143236074
Iowa,IA,Guthrie,Republican,Rand Paul,28.0,0.037135278514588865
Iowa,IA,Guthrie,Republican,Mike Huckabee,23.0,0.03050397877984085
Iowa,IA,Guthrie,Republican,Carly Fiorina,18.0,0.02387267904509284
Iowa,IA,Guthrie,Republican,Jeb Bush,16.0,0.021220159151193636
Iowa,IA,Guthrie,Republican,Chris Christie,9.0,0.011936339522546418
Iowa,IA,Guthrie,Republican,Rick Santorum,7.0,0.009283819628647216
Iowa,IA,Guthrie,Republican,John Kasich,2.0,0.002652519893899204
Iowa,IA,Hamilton,Republican,Ted Cruz,277.0,0.2900523560209424
Iowa,IA,Hamilton,Republican,Donald Trump,269.0,0.2816753926701571
Iowa,IA,Hamilton,Republican,Marco Rubio,159.0,0.16649214659685865
Iowa,IA,Hamilton,Republican,Ben Carson,89.0,0.09319371727748693
Iowa,IA,Hamilton,Republican,Rand Paul,48.0,0.05026178010471205
Iowa,IA,Hamilton,Republican,Mike Huckabee,25.0,0.026178010471204192
Iowa,IA,Hamilton,Republican,Chris Christie,21.0,0.02198952879581152
Iowa,IA,Hamilton,Republican,John Kasich,20.0,0.020942408376963352
Iowa,IA,Hamilton,Republican,Rick Santorum,20.0,0.020942408376963352
Iowa,IA,Hamilton,Republican,Carly Fiorina,14.0,0.014659685863874347
Iowa,IA,Hamilton,Republican,Jeb Bush,13.0,0.013612565445026176
Iowa,IA,Hancock,Republican,Ted Cruz,385.0,0.4534746760895171
Iowa,IA,Hancock,Republican,Donald Trump,160.0,0.18845700824499406
Iowa,IA,Hancock,Republican,Marco Rubio,132.0,0.15547703180212016
Iowa,IA,Hancock,Republican,Ben Carson,71.0,0.08362779740871612
Iowa,IA,Hancock,Republican,Jeb Bush,22.0,0.02591283863368669
Iowa,IA,Hancock,Republican,Rand Paul,21.0,0.024734982332155483
Iowa,IA,Hancock,Republican,Carly Fiorina,19.0,0.02237926972909305
Iowa,IA,Hancock,Republican,Mike Huckabee,16.0,0.01884570082449941
Iowa,IA,Hancock,Republican,Rick Santorum,12.0,0.01413427561837456
Iowa,IA,Hancock,Republican,John Kasich,6.0,0.00706713780918728
Iowa,IA,Hancock,Republican,Chris Christie,5.0,0.005889281507656065
Iowa,IA,Hardin,Republican,Ted Cruz,417.0,0.32860520094562645
Iowa,IA,Hardin,Republican,Donald Trump,295.0,0.2324665090622537
Iowa,IA,Hardin,Republican,Marco Rubio,225.0,0.1773049645390071
Iowa,IA,Hardin,Republican,Ben Carson,138.0,0.10874704491725767
Iowa,IA,Hardin,Republican,Rand Paul,45.0,0.03546099290780142
Iowa,IA,Hardin,Republican,Chris Christie,33.0,0.026004728132387703
Iowa,IA,Hardin,Republican,Mike Huckabee,31.0,0.024428684003152092
Iowa,IA,Hardin,Republican,Rick Santorum,29.0,0.022852639873916468
Iowa,IA,Hardin,Republican,Carly Fiorina,25.0,0.019700551615445237
Iowa,IA,Hardin,Republican,Jeb Bush,19.0,0.014972419227738376
Iowa,IA,Hardin,Republican,John Kasich,12.0,0.009456264775413713
Iowa,IA,Harrison,Republican,Donald Trump,315.0,0.3091265947006869
Iowa,IA,Harrison,Republican,Ted Cruz,282.0,0.27674190382728164
Iowa,IA,Harrison,Republican,Ben Carson,221.0,0.2168792934249264
Iowa,IA,Harrison,Republican,Marco Rubio,112.0,0.1099116781157998
Iowa,IA,Harrison,Republican,Carly Fiorina,24.0,0.023552502453385672
Iowa,IA,Harrison,Republican,Chris Christie,17.0,0.016683022571148183
Iowa,IA,Harrison,Republican,Rand Paul,17.0,0.016683022571148183
Iowa,IA,Harrison,Republican,John Kasich,10.0,0.009813542688910696
Iowa,IA,Harrison,Republican,Mike Huckabee,10.0,0.009813542688910696
Iowa,IA,Harrison,Republican,Rick Santorum,6.0,0.005888125613346418
Iowa,IA,Harrison,Republican,Jeb Bush,5.0,0.0049067713444553495
Iowa,IA,Henry,Republican,Ted Cruz,379.0,0.3127062706270627
Iowa,IA,Henry,Republican,Donald Trump,273.0,0.22524752475247525
Iowa,IA,Henry,Republican,Marco Rubio,228.0,0.18811881188118806
Iowa,IA,Henry,Republican,Ben Carson,189.0,0.15594059405940594
Iowa,IA,Henry,Republican,Mike Huckabee,33.0,0.027227722772277228
Iowa,IA,Henry,Republican,Jeb Bush,31.0,0.025577557755775582
Iowa,IA,Henry,Republican,Rand Paul,30.0,0.024752475247524757
Iowa,IA,Henry,Republican,Carly Fiorina,18.0,0.01485148514851485
Iowa,IA,Henry,Republican,John Kasich,12.0,0.0099009900990099
Iowa,IA,Henry,Republican,Rick Santorum,12.0,0.0099009900990099
Iowa,IA,Henry,Republican,Chris Christie,7.0,0.005775577557755775
Iowa,IA,Howard,Republican,Donald Trump,112.0,0.3051771117166213
Iowa,IA,Howard,Republican,Ted Cruz,106.0,0.2888283378746594
Iowa,IA,Howard,Republican,Marco Rubio,89.0,0.2425068119891008
Iowa,IA,Howard,Republican,Ben Carson,26.0,0.07084468664850138
Iowa,IA,Howard,Republican,Jeb Bush,19.0,0.051771117166212535
Iowa,IA,Howard,Republican,Mike Huckabee,5.0,0.013623978201634877
Iowa,IA,Howard,Republican,Rand Paul,5.0,0.013623978201634877
Iowa,IA,Howard,Republican,Carly Fiorina,3.0,0.008174386920980926
Iowa,IA,Howard,Republican,Chris Christie,2.0,0.005449591280653951
Iowa,IA,Howard,Republican,John Kasich,0.0,0.0
Iowa,IA,Howard,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Humboldt,Republican,Donald Trump,204.0,0.3371900826446281
Iowa,IA,Humboldt,Republican,Ted Cruz,168.0,0.27768595041322314
Iowa,IA,Humboldt,Republican,Marco Rubio,111.0,0.1834710743801653
Iowa,IA,Humboldt,Republican,Ben Carson,48.0,0.07933884297520663
Iowa,IA,Humboldt,Republican,Mike Huckabee,17.0,0.02809917355371901
Iowa,IA,Humboldt,Republican,Rand Paul,16.0,0.026446280991735537
Iowa,IA,Humboldt,Republican,Jeb Bush,14.0,0.023140495867768597
Iowa,IA,Humboldt,Republican,Chris Christie,9.0,0.014876033057851241
Iowa,IA,Humboldt,Republican,Rick Santorum,9.0,0.014876033057851241
Iowa,IA,Humboldt,Republican,Carly Fiorina,6.0,0.009917355371900829
Iowa,IA,Humboldt,Republican,John Kasich,3.0,0.004958677685950414
Iowa,IA,Ida,Republican,Donald Trump,136.0,0.25904761904761897
Iowa,IA,Ida,Republican,Marco Rubio,135.0,0.2571428571428571
Iowa,IA,Ida,Republican,Ted Cruz,135.0,0.2571428571428571
Iowa,IA,Ida,Republican,Ben Carson,43.0,0.08190476190476191
Iowa,IA,Ida,Republican,Carly Fiorina,32.0,0.06095238095238095
Iowa,IA,Ida,Republican,Rick Santorum,14.0,0.02666666666666667
Iowa,IA,Ida,Republican,Jeb Bush,8.0,0.015238095238095238
Iowa,IA,Ida,Republican,Mike Huckabee,8.0,0.015238095238095238
Iowa,IA,Ida,Republican,Rand Paul,7.0,0.013333333333333334
Iowa,IA,Ida,Republican,Chris Christie,4.0,0.007619047619047619
Iowa,IA,Ida,Republican,John Kasich,3.0,0.005714285714285714
Iowa,IA,Iowa,Republican,Ted Cruz,353.0,0.3417231364956437
Iowa,IA,Iowa,Republican,Donald Trump,249.0,0.2410454985479187
Iowa,IA,Iowa,Republican,Marco Rubio,163.0,0.15779283639883834
Iowa,IA,Iowa,Republican,Ben Carson,105.0,0.10164569215876088
Iowa,IA,Iowa,Republican,Rand Paul,56.0,0.054211035818005814
Iowa,IA,Iowa,Republican,Mike Huckabee,33.0,0.031945788964181994
Iowa,IA,Iowa,Republican,Carly Fiorina,25.0,0.02420135527589545
Iowa,IA,Iowa,Republican,John Kasich,14.0,0.013552758954501452
Iowa,IA,Iowa,Republican,Chris Christie,12.0,0.011616650532429816
Iowa,IA,Iowa,Republican,Rick Santorum,12.0,0.011616650532429816
Iowa,IA,Iowa,Republican,Jeb Bush,11.0,0.010648596321393998
Iowa,IA,Jackson,Republican,Donald Trump,306.0,0.3297413793103448
Iowa,IA,Jackson,Republican,Ted Cruz,265.0,0.2855603448275862
Iowa,IA,Jackson,Republican,Marco Rubio,169.0,0.18211206896551724
Iowa,IA,Jackson,Republican,Ben Carson,64.0,0.06896551724137931
Iowa,IA,Jackson,Republican,Rand Paul,34.0,0.03663793103448276
Iowa,IA,Jackson,Republican,Jeb Bush,26.0,0.028017241379310345
Iowa,IA,Jackson,Republican,Carly Fiorina,21.0,0.022629310344827583
Iowa,IA,Jackson,Republican,Chris Christie,18.0,0.01939655172413793
Iowa,IA,Jackson,Republican,John Kasich,11.0,0.011853448275862068
Iowa,IA,Jackson,Republican,Mike Huckabee,9.0,0.009698275862068966
Iowa,IA,Jackson,Republican,Rick Santorum,5.0,0.005387931034482759
Iowa,IA,Jasper,Republican,Ted Cruz,812.0,0.3495479982780887
Iowa,IA,Jasper,Republican,Donald Trump,583.0,0.2509685751183814
Iowa,IA,Jasper,Republican,Marco Rubio,417.0,0.17950925527335346
Iowa,IA,Jasper,Republican,Ben Carson,207.0,0.0891089108910891
Iowa,IA,Jasper,Republican,Rand Paul,100.0,0.04304778303917348
Iowa,IA,Jasper,Republican,Mike Huckabee,72.0,0.030994403788204908
Iowa,IA,Jasper,Republican,Jeb Bush,46.0,0.0198019801980198
Iowa,IA,Jasper,Republican,Carly Fiorina,31.0,0.01334481274214378
Iowa,IA,Jasper,Republican,Chris Christie,30.0,0.012914334911752043
Iowa,IA,Jasper,Republican,John Kasich,13.0,0.005596211795092553
Iowa,IA,Jasper,Republican,Rick Santorum,12.0,0.005165733964700818
Iowa,IA,Jefferson,Republican,Ted Cruz,270.0,0.31839622641509435
Iowa,IA,Jefferson,Republican,Donald Trump,223.0,0.26297169811320753
Iowa,IA,Jefferson,Republican,Marco Rubio,104.0,0.12264150943396225
Iowa,IA,Jefferson,Republican,Rand Paul,67.0,0.07900943396226415
Iowa,IA,Jefferson,Republican,Ben Carson,55.0,0.06485849056603774
Iowa,IA,Jefferson,Republican,Mike Huckabee,51.0,0.060141509433962265
Iowa,IA,Jefferson,Republican,John Kasich,25.0,0.0294811320754717
Iowa,IA,Jefferson,Republican,Rick Santorum,18.0,0.021226415094339618
Iowa,IA,Jefferson,Republican,Jeb Bush,17.0,0.020047169811320757
Iowa,IA,Jefferson,Republican,Carly Fiorina,11.0,0.012971698113207548
Iowa,IA,Jefferson,Republican,Chris Christie,7.0,0.008254716981132075
Iowa,IA,Johnson,Republican,Marco Rubio,2207.0,0.305551709815866
Iowa,IA,Johnson,Republican,Ted Cruz,1413.0,0.195625086529143
Iowa,IA,Johnson,Republican,Donald Trump,1394.0,0.19299460058147586
Iowa,IA,Johnson,Republican,Rand Paul,691.0,0.0956666205177904
Iowa,IA,Johnson,Republican,Ben Carson,531.0,0.07351515990585629
Iowa,IA,Johnson,Republican,John Kasich,284.0,0.03931884258618303
Iowa,IA,Johnson,Republican,Jeb Bush,229.0,0.03170427800083068
Iowa,IA,Johnson,Republican,Carly Fiorina,191.0,0.02644330610549633
Iowa,IA,Johnson,Republican,Chris Christie,171.0,0.023674373529004568
Iowa,IA,Johnson,Republican,Mike Huckabee,75.0,0.01038349716184411
Iowa,IA,Johnson,Republican,Rick Santorum,37.0,0.005122525266509761
Iowa,IA,Jones,Republican,Ted Cruz,363.0,0.35106382978723405
Iowa,IA,Jones,Republican,Donald Trump,258.0,0.2495164410058027
Iowa,IA,Jones,Republican,Marco Rubio,167.0,0.16150870406189555
Iowa,IA,Jones,Republican,Ben Carson,107.0,0.10348162475822052
Iowa,IA,Jones,Republican,Carly Fiorina,35.0,0.033849129593810444
Iowa,IA,Jones,Republican,Rand Paul,32.0,0.030947775628626693
Iowa,IA,Jones,Republican,Jeb Bush,25.0,0.0241779497098646
Iowa,IA,Jones,Republican,Rick Santorum,21.0,0.020309477756286262
Iowa,IA,Jones,Republican,Chris Christie,14.0,0.013539651837524178
Iowa,IA,Jones,Republican,John Kasich,6.0,0.005802707930367505
Iowa,IA,Jones,Republican,Mike Huckabee,6.0,0.005802707930367505
Iowa,IA,Keokuk,Republican,Donald Trump,220.0,0.3142857142857143
Iowa,IA,Keokuk,Republican,Ted Cruz,216.0,0.3085714285714285
Iowa,IA,Keokuk,Republican,Marco Rubio,116.0,0.1657142857142857
Iowa,IA,Keokuk,Republican,Ben Carson,63.0,0.09
Iowa,IA,Keokuk,Republican,Mike Huckabee,23.0,0.032857142857142856
Iowa,IA,Keokuk,Republican,Rand Paul,19.0,0.027142857142857142
Iowa,IA,Keokuk,Republican,Jeb Bush,13.0,0.01857142857142857
Iowa,IA,Keokuk,Republican,Carly Fiorina,11.0,0.015714285714285715
Iowa,IA,Keokuk,Republican,Rick Santorum,10.0,0.014285714285714284
Iowa,IA,Keokuk,Republican,John Kasich,5.0,0.0071428571428571435
Iowa,IA,Keokuk,Republican,Chris Christie,4.0,0.005714285714285714
Iowa,IA,Kossuth,Republican,Ted Cruz,285.0,0.3009503695881732
Iowa,IA,Kossuth,Republican,Donald Trump,224.0,0.2365364308342133
Iowa,IA,Kossuth,Republican,Marco Rubio,190.0,0.2006335797254488
Iowa,IA,Kossuth,Republican,Ben Carson,150.0,0.1583949313621964
Iowa,IA,Kossuth,Republican,Mike Huckabee,27.0,0.028511087645195356
Iowa,IA,Kossuth,Republican,Rand Paul,18.0,0.01900739176346357
Iowa,IA,Kossuth,Republican,John Kasich,15.0,0.01583949313621964
Iowa,IA,Kossuth,Republican,Jeb Bush,13.0,0.013727560718057022
Iowa,IA,Kossuth,Republican,Rick Santorum,12.0,0.012671594508975714
Iowa,IA,Kossuth,Republican,Chris Christie,9.0,0.009503695881731784
Iowa,IA,Kossuth,Republican,Carly Fiorina,4.0,0.004223864836325236
Iowa,IA,Lee,Republican,Donald Trump,409.0,0.3110266159695817
Iowa,IA,Lee,Republican,Ted Cruz,334.0,0.2539923954372624
Iowa,IA,Lee,Republican,Marco Rubio,249.0,0.1893536121673004
Iowa,IA,Lee,Republican,Ben Carson,157.0,0.1193916349809886
Iowa,IA,Lee,Republican,Carly Fiorina,51.0,0.03878326996197719
Iowa,IA,Lee,Republican,Rand Paul,36.0,0.02737642585551331
Iowa,IA,Lee,Republican,Mike Huckabee,26.0,0.019771863117870717
Iowa,IA,Lee,Republican,Jeb Bush,19.0,0.014448669201520912
Iowa,IA,Lee,Republican,John Kasich,16.0,0.012167300380228136
Iowa,IA,Lee,Republican,Chris Christie,12.0,0.009125475285171105
Iowa,IA,Lee,Republican,Rick Santorum,6.0,0.004562737642585552
Iowa,IA,Linn,Republican,Ted Cruz,3422.0,0.2945176004819692
Iowa,IA,Linn,Republican,Marco Rubio,2825.0,0.24313624236164905
Iowa,IA,Linn,Republican,Donald Trump,2344.0,0.2017385317152939
Iowa,IA,Linn,Republican,Ben Carson,1072.0,0.09226267320767707
Iowa,IA,Linn,Republican,Rand Paul,699.0,0.06016008262328944
Iowa,IA,Linn,Republican,Carly Fiorina,302.0,0.025991909802909028
Iowa,IA,Linn,Republican,Chris Christie,276.0,0.023754195713916862
Iowa,IA,Linn,Republican,Jeb Bush,262.0,0.02254927274292108
Iowa,IA,Linn,Republican,John Kasich,262.0,0.02254927274292108
Iowa,IA,Linn,Republican,Mike Huckabee,99.0,0.008520526723470178
Iowa,IA,Linn,Republican,Rick Santorum,56.0,0.0048196918839831316
Iowa,IA,Louisa,Republican,Donald Trump,261.0,0.3604972375690608
Iowa,IA,Louisa,Republican,Ted Cruz,257.0,0.3549723756906077
Iowa,IA,Louisa,Republican,Marco Rubio,76.0,0.10497237569060773
Iowa,IA,Louisa,Republican,Ben Carson,44.0,0.06077348066298342
Iowa,IA,Louisa,Republican,Mike Huckabee,31.0,0.04281767955801105
Iowa,IA,Louisa,Republican,Rand Paul,26.0,0.03591160220994475
Iowa,IA,Louisa,Republican,Jeb Bush,14.0,0.019337016574585638
Iowa,IA,Louisa,Republican,Carly Fiorina,5.0,0.006906077348066298
Iowa,IA,Louisa,Republican,John Kasich,5.0,0.006906077348066298
Iowa,IA,Louisa,Republican,Chris Christie,4.0,0.0055248618784530384
Iowa,IA,Louisa,Republican,Rick Santorum,1.0,0.0013812154696132596
Iowa,IA,Lucas,Republican,Ted Cruz,213.0,0.3622448979591837
Iowa,IA,Lucas,Republican,Donald Trump,159.0,0.2704081632653061
Iowa,IA,Lucas,Republican,Marco Rubio,79.0,0.13435374149659865
Iowa,IA,Lucas,Republican,Ben Carson,68.0,0.11564625850340135
Iowa,IA,Lucas,Republican,Rand Paul,24.0,0.040816326530612235
Iowa,IA,Lucas,Republican,Mike Huckabee,18.0,0.030612244897959183
Iowa,IA,Lucas,Republican,Jeb Bush,10.0,0.017006802721088437
Iowa,IA,Lucas,Republican,Carly Fiorina,9.0,0.015306122448979591
Iowa,IA,Lucas,Republican,Chris Christie,5.0,0.008503401360544218
Iowa,IA,Lucas,Republican,Rick Santorum,3.0,0.005102040816326529
Iowa,IA,Lucas,Republican,John Kasich,0.0,0.0
Iowa,IA,Lyon,Republican,Ted Cruz,432.0,0.3902439024390244
Iowa,IA,Lyon,Republican,Marco Rubio,229.0,0.2068654019873532
Iowa,IA,Lyon,Republican,Ben Carson,206.0,0.1860885275519422
Iowa,IA,Lyon,Republican,Donald Trump,173.0,0.15627822944896114
Iowa,IA,Lyon,Republican,Rick Santorum,20.0,0.018066847335140017
Iowa,IA,Lyon,Republican,Rand Paul,14.0,0.012646793134598013
Iowa,IA,Lyon,Republican,Jeb Bush,11.0,0.00993676603432701
Iowa,IA,Lyon,Republican,Carly Fiorina,10.0,0.009033423667570008
Iowa,IA,Lyon,Republican,John Kasich,6.0,0.0054200542005420045
Iowa,IA,Lyon,Republican,Chris Christie,3.0,0.002710027100271003
Iowa,IA,Lyon,Republican,Mike Huckabee,3.0,0.002710027100271003
Iowa,IA,Madison,Republican,Ted Cruz,452.0,0.33580980683506684
Iowa,IA,Madison,Republican,Donald Trump,373.0,0.2771173848439822
Iowa,IA,Madison,Republican,Marco Rubio,250.0,0.18573551263001487
Iowa,IA,Madison,Republican,Ben Carson,107.0,0.07949479940564635
Iowa,IA,Madison,Republican,Rand Paul,51.0,0.03789004457652303
Iowa,IA,Madison,Republican,Mike Huckabee,34.0,0.025260029717682018
Iowa,IA,Madison,Republican,Jeb Bush,22.0,0.01634472511144131
Iowa,IA,Madison,Republican,Carly Fiorina,21.0,0.015601783060921246
Iowa,IA,Madison,Republican,Chris Christie,18.0,0.013372956909361071
Iowa,IA,Madison,Republican,John Kasich,11.0,0.008172362555720654
Iowa,IA,Madison,Republican,Rick Santorum,7.0,0.005200594353640416
Iowa,IA,Mahaska,Republican,Ted Cruz,669.0,0.3415007656967841
Iowa,IA,Mahaska,Republican,Donald Trump,421.0,0.2149055640632976
Iowa,IA,Mahaska,Republican,Marco Rubio,368.0,0.18785094435936706
Iowa,IA,Mahaska,Republican,Ben Carson,209.0,0.1066870852475753
Iowa,IA,Mahaska,Republican,Rick Santorum,73.0,0.037263910158244005
Iowa,IA,Mahaska,Republican,Rand Paul,69.0,0.03522205206738132
Iowa,IA,Mahaska,Republican,Mike Huckabee,49.0,0.02501276161306789
Iowa,IA,Mahaska,Republican,Jeb Bush,40.0,0.02041858090862685
Iowa,IA,Mahaska,Republican,Carly Fiorina,37.0,0.01888718734047984
Iowa,IA,Mahaska,Republican,Chris Christie,16.0,0.00816743236345074
Iowa,IA,Mahaska,Republican,John Kasich,8.0,0.00408371618172537
Iowa,IA,Marion,Republican,Ted Cruz,1011.0,0.35201949860724235
Iowa,IA,Marion,Republican,Marco Rubio,606.0,0.21100278551532034
Iowa,IA,Marion,Republican,Donald Trump,539.0,0.1876740947075209
Iowa,IA,Marion,Republican,Ben Carson,272.0,0.0947075208913649
Iowa,IA,Marion,Republican,Rand Paul,123.0,0.04282729805013928
Iowa,IA,Marion,Republican,Jeb Bush,74.0,0.025766016713091918
Iowa,IA,Marion,Republican,Mike Huckabee,74.0,0.025766016713091918
Iowa,IA,Marion,Republican,Chris Christie,62.0,0.021587743732590533
Iowa,IA,Marion,Republican,Carly Fiorina,41.0,0.014275766016713091
Iowa,IA,Marion,Republican,Rick Santorum,40.0,0.013927576601671307
Iowa,IA,Marion,Republican,John Kasich,30.0,0.010445682451253482
Iowa,IA,Marshall,Republican,Ted Cruz,630.0,0.2710843373493976
Iowa,IA,Marshall,Republican,Donald Trump,608.0,0.26161790017211706
Iowa,IA,Marshall,Republican,Marco Rubio,502.0,0.21600688468158347
Iowa,IA,Marshall,Republican,Ben Carson,226.0,0.0972461273666093
Iowa,IA,Marshall,Republican,Rand Paul,75.0,0.032271944922547334
Iowa,IA,Marshall,Republican,Jeb Bush,61.0,0.026247848537005163
Iowa,IA,Marshall,Republican,Carly Fiorina,57.0,0.02452667814113597
Iowa,IA,Marshall,Republican,Rick Santorum,55.0,0.023666092943201374
Iowa,IA,Marshall,Republican,Mike Huckabee,50.0,0.021514629948364887
Iowa,IA,Marshall,Republican,John Kasich,33.0,0.014199655765920829
Iowa,IA,Marshall,Republican,Chris Christie,27.0,0.01161790017211704
Iowa,IA,Mills,Republican,Donald Trump,300.0,0.26761819803746656
Iowa,IA,Mills,Republican,Marco Rubio,265.0,0.23639607493309545
Iowa,IA,Mills,Republican,Ted Cruz,244.0,0.2176628010704728
Iowa,IA,Mills,Republican,Ben Carson,182.0,0.1623550401427297
Iowa,IA,Mills,Republican,Rand Paul,33.0,0.02943800178412132
Iowa,IA,Mills,Republican,Rick Santorum,31.0,0.027653880463871544
Iowa,IA,Mills,Republican,Carly Fiorina,23.0,0.02051739518287244
Iowa,IA,Mills,Republican,John Kasich,15.0,0.013380909901873328
Iowa,IA,Mills,Republican,Chris Christie,11.0,0.009812667261373774
Iowa,IA,Mills,Republican,Jeb Bush,10.0,0.008920606601248885
Iowa,IA,Mills,Republican,Mike Huckabee,7.0,0.0062444246208742185
Iowa,IA,Mitchell,Republican,Donald Trump,120.0,0.2547770700636943
Iowa,IA,Mitchell,Republican,Ted Cruz,114.0,0.2420382165605096
Iowa,IA,Mitchell,Republican,Ben Carson,61.0,0.12951167728237792
Iowa,IA,Mitchell,Republican,Marco Rubio,56.0,0.118895966029724
Iowa,IA,Mitchell,Republican,Carly Fiorina,55.0,0.1167728237791932
Iowa,IA,Mitchell,Republican,Rand Paul,34.0,0.07218683651804671
Iowa,IA,Mitchell,Republican,Mike Huckabee,11.0,0.02335456475583864
Iowa,IA,Mitchell,Republican,Jeb Bush,10.0,0.021231422505307854
Iowa,IA,Mitchell,Republican,Chris Christie,4.0,0.008492569002123142
Iowa,IA,Mitchell,Republican,John Kasich,3.0,0.006369426751592357
Iowa,IA,Mitchell,Republican,Rick Santorum,3.0,0.006369426751592357
Iowa,IA,Monona,Republican,Ted Cruz,185.0,0.361328125
Iowa,IA,Monona,Republican,Donald Trump,156.0,0.3046875
Iowa,IA,Monona,Republican,Marco Rubio,94.0,0.18359375
Iowa,IA,Monona,Republican,Ben Carson,41.0,0.080078125
Iowa,IA,Monona,Republican,Mike Huckabee,9.0,0.017578125
Iowa,IA,Monona,Republican,Chris Christie,8.0,0.015625
Iowa,IA,Monona,Republican,Rand Paul,8.0,0.015625
Iowa,IA,Monona,Republican,Carly Fiorina,6.0,0.01171875
Iowa,IA,Monona,Republican,Jeb Bush,2.0,0.00390625
Iowa,IA,Monona,Republican,Rick Santorum,2.0,0.00390625
Iowa,IA,Monona,Republican,John Kasich,1.0,0.001953125
Iowa,IA,Monroe,Republican,Ted Cruz,195.0,0.3604436229205176
Iowa,IA,Monroe,Republican,Donald Trump,170.0,0.3142329020332717
Iowa,IA,Monroe,Republican,Marco Rubio,97.0,0.17929759704251386
Iowa,IA,Monroe,Republican,Ben Carson,25.0,0.046210720887245836
Iowa,IA,Monroe,Republican,Rand Paul,23.0,0.04251386321626617
Iowa,IA,Monroe,Republican,Mike Huckabee,18.0,0.033271719038817
Iowa,IA,Monroe,Republican,Carly Fiorina,4.0,0.0073937153419593345
Iowa,IA,Monroe,Republican,John Kasich,4.0,0.0073937153419593345
Iowa,IA,Monroe,Republican,Jeb Bush,3.0,0.005545286506469501
Iowa,IA,Monroe,Republican,Chris Christie,2.0,0.0036968576709796672
Iowa,IA,Monroe,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Montgomery,Republican,Ted Cruz,133.0,0.2329246935201401
Iowa,IA,Montgomery,Republican,Marco Rubio,124.0,0.2171628721541156
Iowa,IA,Montgomery,Republican,Donald Trump,118.0,0.20665499124343256
Iowa,IA,Montgomery,Republican,Ben Carson,85.0,0.148861646234676
Iowa,IA,Montgomery,Republican,Carly Fiorina,27.0,0.04728546409807356
Iowa,IA,Montgomery,Republican,Jeb Bush,27.0,0.04728546409807356
Iowa,IA,Montgomery,Republican,Rand Paul,26.0,0.04553415061295972
Iowa,IA,Montgomery,Republican,John Kasich,10.0,0.017513134851138354
Iowa,IA,Montgomery,Republican,Mike Huckabee,10.0,0.017513134851138354
Iowa,IA,Montgomery,Republican,Rick Santorum,6.0,0.010507880910683012
Iowa,IA,Montgomery,Republican,Chris Christie,5.0,0.008756567425569177
Iowa,IA,Muscatine,Republican,Donald Trump,720.0,0.2982601491300746
Iowa,IA,Muscatine,Republican,Marco Rubio,635.0,0.2630488815244408
Iowa,IA,Muscatine,Republican,Ted Cruz,576.0,0.23860811930405965
Iowa,IA,Muscatine,Republican,Rand Paul,131.0,0.054266777133388566
Iowa,IA,Muscatine,Republican,Ben Carson,110.0,0.0455675227837614
Iowa,IA,Muscatine,Republican,Jeb Bush,53.0,0.021955260977630488
Iowa,IA,Muscatine,Republican,Chris Christie,50.0,0.020712510356255175
Iowa,IA,Muscatine,Republican,John Kasich,45.0,0.018641259320629662
Iowa,IA,Muscatine,Republican,Carly Fiorina,43.0,0.017812758906379452
Iowa,IA,Muscatine,Republican,Mike Huckabee,39.0,0.01615575807787904
Iowa,IA,Muscatine,Republican,Rick Santorum,12.0,0.004971002485501243
Iowa,IA,O'Brien,Republican,Ted Cruz,347.0,0.2853618421052632
Iowa,IA,O'Brien,Republican,Marco Rubio,281.0,0.23108552631578946
Iowa,IA,O'Brien,Republican,Donald Trump,256.0,0.21052631578947367
Iowa,IA,O'Brien,Republican,Ben Carson,220.0,0.18092105263157893
Iowa,IA,O'Brien,Republican,Mike Huckabee,45.0,0.03700657894736842
Iowa,IA,O'Brien,Republican,Rand Paul,19.0,0.015625
Iowa,IA,O'Brien,Republican,Jeb Bush,17.0,0.013980263157894735
